city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Gräfenroda,50.7489,10.8122,Germany,DE,Thuringia,,3158,3158
Priestewitz,51.2536,13.5092,Germany,DE,Saxony,,3158,3158
Staig,48.2994,9.9911,Germany,DE,Baden-Württemberg,,3155,3155
Mauerstetten,47.8833,10.6667,Germany,DE,Bavaria,,3154,3154
Lychen,53.2032,13.3196,Germany,DE,Brandenburg,,3154,3147
Bärnau,49.8103,12.4361,Germany,DE,Bavaria,,3153,3047
Cleebronn,49.0500,9.0333,Germany,DE,Baden-Württemberg,,3153,3153
Konradsreuth,50.2667,11.8333,Germany,DE,Bavaria,,3151,3151
Langensendelbach,49.6397,11.0700,Germany,DE,Bavaria,,3149,3149
Heßheim,49.5458,8.3089,Germany,DE,Rhineland-Palatinate,,3147,3147
Anrode,51.2556,10.3653,Germany,DE,Thuringia,,3147,3138
Stimpfach,49.0622,10.0900,Germany,DE,Baden-Württemberg,,3145,3103
Wörth an der Isar,48.6230,12.3394,Germany,DE,Bavaria,,3144,3144
Neuburg an der Kammel,48.3039,10.3600,Germany,DE,Bavaria,,3144,3142
Waldburg,47.7569,9.7128,Germany,DE,Baden-Württemberg,,3142,3142
Marktleugast,50.1667,11.6167,Germany,DE,Bavaria,,3139,3139
Jetzendorf,48.4167,11.4167,Germany,DE,Bavaria,,3138,3138
Mauern,48.5167,11.9000,Germany,DE,Bavaria,,3138,3138
Stadtsteinach,50.1667,11.5000,Germany,DE,Bavaria,,3138,3118
Königsdorf,47.8167,11.4833,Germany,DE,Bavaria,,3138,3138
Zell unter Aichelberg,48.6497,9.5753,Germany,DE,Baden-Württemberg,,3137,3137
Gaißach,47.7500,11.5833,Germany,DE,Bavaria,,3136,3120
Bürgel,50.9414,11.7539,Germany,DE,Thuringia,,3132,3032
Seukendorf,49.4889,10.8750,Germany,DE,Bavaria,,3128,3128
Stauchitz,51.2500,13.2167,Germany,DE,Saxony,,3128,3128
Mommenheim,49.8833,8.2694,Germany,DE,Rhineland-Palatinate,,3127,3127
Nebra,51.2833,11.5667,Germany,DE,Saxony-Anhalt,,3127,2980
Eußenheim,49.9833,9.8167,Germany,DE,Bavaria,,3127,3127
Buchenbach,47.9617,8.0103,Germany,DE,Baden-Württemberg,,3125,3125
Klein Offenseth-Sparrieshoop,53.7972,9.7000,Germany,DE,Schleswig-Holstein,,3122,3122
Wiesenbach,49.3614,8.8028,Germany,DE,Baden-Württemberg,,3119,3119
Kobern-Gondorf,50.3047,7.4572,Germany,DE,Rhineland-Palatinate,,3119,3117
Weilheim,47.6583,8.2406,Germany,DE,Baden-Württemberg,,3117,3096
Lehrberg,49.3167,10.5167,Germany,DE,Bavaria,,3117,3117
Wolframs-Eschenbach,49.2333,10.7333,Germany,DE,Bavaria,,3116,3103
Ingoldingen,48.0258,9.7419,Germany,DE,Baden-Württemberg,,3116,3116
Prichsenstadt,49.8167,10.3333,Germany,DE,Bavaria,,3115,3115
Volkertshausen,47.8214,8.8672,Germany,DE,Baden-Württemberg,,3114,3114
Klütz,53.9667,11.1667,Germany,DE,Mecklenburg-Western Pomerania,,3114,3067
Weißenstadt,50.1008,11.8847,Germany,DE,Bavaria,,3113,3094
Eibelstadt,49.7239,10.0009,Germany,DE,Bavaria,,3112,3112
Lohmen,50.9880,14.0047,Germany,DE,Saxony,,3112,3109
Tussenhausen,48.1000,10.5667,Germany,DE,Bavaria,,3112,3112
Steinbach am Wald,50.4333,11.3667,Germany,DE,Bavaria,,3111,3023
Unterpleichfeld,49.8667,10.0500,Germany,DE,Bavaria,,3108,3108
Ried,48.3000,11.0500,Germany,DE,Bavaria,,3108,3108
Buckenhof,49.5914,11.0522,Germany,DE,Bavaria,,3105,3105
Eberstadt,49.1833,9.3167,Germany,DE,Baden-Württemberg,,3103,3103
Fränkisch-Crumbach,49.7458,8.8575,Germany,DE,Hesse,,3102,3102
Bayerisch Gmain,47.7194,12.8967,Germany,DE,Bavaria,,3100,3100
Freiensteinau,50.4333,9.4000,Germany,DE,Hesse,,3100,3100
Sulzemoos,48.2667,11.2667,Germany,DE,Bavaria,,3099,3084
Vordorf,52.3667,10.5167,Germany,DE,Lower Saxony,,3099,3099
Frasdorf,47.8000,12.2833,Germany,DE,Bavaria,,3099,3099
Wurzbach,50.4639,11.5367,Germany,DE,Thuringia,,3098,2956
Waldenburg,49.1833,9.6333,Germany,DE,Baden-Württemberg,,3094,3060
Frickingen,47.8125,9.2708,Germany,DE,Baden-Württemberg,,3093,3093
Uehlfeld,49.6667,10.7167,Germany,DE,Bavaria,,3092,3092
Zingst,54.4356,12.6831,Germany,DE,Mecklenburg-Western Pomerania,,3089,3089
Zemmer,49.8939,6.6986,Germany,DE,Rhineland-Palatinate,,3085,3085
Jesewitz,51.4222,12.5625,Germany,DE,Saxony,,3085,3085
Hüttenroda,50.8078,9.9228,Germany,DE,Thuringia,,3084,3084
Waischenfeld,49.8500,11.3333,Germany,DE,Bavaria,,3083,3037
Margetshöchheim,49.8333,9.8500,Germany,DE,Bavaria,,3082,3082
Gimbsheim,49.7778,8.3750,Germany,DE,Rhineland-Palatinate,,3077,3077
Kammerstein,49.2833,10.9667,Germany,DE,Bavaria,,3076,3071
Münchsmünster,48.7642,11.6911,Germany,DE,Bavaria,,3072,3072
Weißenberg,51.1969,14.6594,Germany,DE,Saxony,,3071,3071
Baddeckenstedt,52.0847,10.2328,Germany,DE,Lower Saxony,,3069,3069
Marktleuthen,50.1167,12.0000,Germany,DE,Bavaria,,3069,2954
Tuningen,48.0267,8.6017,Germany,DE,Baden-Württemberg,,3068,3068
Windeberg,51.2000,10.5331,Germany,DE,Thuringia,,3068,3068
Selmsdorf,53.8667,10.8667,Germany,DE,Mecklenburg-Western Pomerania,,3064,3064
Pommersfelden,49.7667,10.8167,Germany,DE,Bavaria,,3063,3063
Claußnitz,50.9361,12.8833,Germany,DE,Saxony,,3062,2973
Rinchnach,48.9500,13.2000,Germany,DE,Bavaria,,3062,3062
Bühlertann,49.0411,9.9086,Germany,DE,Baden-Württemberg,,3060,3060
Wesenberg,53.2667,12.9667,Germany,DE,Mecklenburg-Western Pomerania,,3057,3057
Merkendorf,49.2000,10.6833,Germany,DE,Bavaria,,3056,3056
Muldenhammer,50.4356,12.4628,Germany,DE,Saxony,,3055,2968
Aurach,49.2458,10.4147,Germany,DE,Bavaria,,3054,3054
Münster-Sarmsheim,49.9447,7.8978,Germany,DE,Rhineland-Palatinate,,3049,3049
Bodolz,47.5722,9.6611,Germany,DE,Bavaria,,3048,3048
Glauburg,50.3167,9.0000,Germany,DE,Hesse,,3047,3047
Bodenfelde,51.6333,9.5667,Germany,DE,Lower Saxony,,3047,3047
Binzen,47.6311,7.6233,Germany,DE,Baden-Württemberg,,3046,3046
Untermünkheim,49.1533,9.7347,Germany,DE,Baden-Württemberg,,3044,3044
Heiligenberg,47.8208,9.3125,Germany,DE,Baden-Württemberg,,3042,3042
Pampow,53.5667,11.3667,Germany,DE,Mecklenburg-Western Pomerania,,3041,3041
Wusterwitz,52.3831,12.4000,Germany,DE,Brandenburg,,3041,3041
Schönewalde,51.8125,13.2228,Germany,DE,Brandenburg,,3040,3034
Körle,51.1667,9.5167,Germany,DE,Hesse,,3039,3039
Euerbach,50.0667,10.1167,Germany,DE,Bavaria,,3038,3038
Braubach,50.2747,7.6461,Germany,DE,Rhineland-Palatinate,,3038,2929
Liebenau,51.4833,9.2833,Germany,DE,Hesse,,3038,2975
Berkheim,48.0417,10.0831,Germany,DE,Baden-Württemberg,,3036,3036
Hanerau-Hademarschen,54.1286,9.4161,Germany,DE,Schleswig-Holstein,,3034,3034
Neuental,51.0000,9.2167,Germany,DE,Hesse,,3034,3000
Günthersleben,50.9000,10.7750,Germany,DE,Thuringia,,3033,3033
Flintsbach,47.7167,12.1333,Germany,DE,Bavaria,,3033,3033
Vörstetten,48.0642,7.8492,Germany,DE,Baden-Württemberg,,3031,3031
Höhn,50.6197,7.9881,Germany,DE,Rhineland-Palatinate,,3031,3031
Eitensheim,48.8167,11.3167,Germany,DE,Bavaria,,3031,3031
Westerheim,48.5150,9.6236,Germany,DE,Baden-Württemberg,,3029,3026
Wischhafen,53.7706,9.3161,Germany,DE,Lower Saxony,,3029,3029
Hülben,48.5183,9.4056,Germany,DE,Baden-Württemberg,,3022,3022
Schrecksbach,50.8333,9.2833,Germany,DE,Hesse,,3022,3022
Hitzhofen,48.8500,11.3167,Germany,DE,Bavaria,,3021,3021
Adenau,50.3833,6.9333,Germany,DE,Rhineland-Palatinate,,3020,3020
Adelschlag,48.8333,11.2167,Germany,DE,Bavaria,,3019,3019
Wald,49.1500,12.3500,Germany,DE,Bavaria,,3018,3018
Pollenfeld,48.9500,11.2000,Germany,DE,Bavaria,,3018,3018
Hettenleidelheim,49.5356,8.0733,Germany,DE,Rhineland-Palatinate,,3017,3017
Schwegenheim,49.2700,8.3283,Germany,DE,Rhineland-Palatinate,,3016,3016
Oldendorf,53.5919,9.2497,Germany,DE,Lower Saxony,,3016,3016
Schmidgaden,49.4167,12.0833,Germany,DE,Bavaria,,3014,3014
Trippstadt,49.3597,7.7747,Germany,DE,Rhineland-Palatinate,,3013,3013
Kieselbronn,48.9333,8.7486,Germany,DE,Baden-Württemberg,,3010,3010
Dömitz,53.1383,11.2633,Germany,DE,Mecklenburg-Western Pomerania,,3009,2991
Gilserberg,50.9500,9.0667,Germany,DE,Hesse,,3009,2932
Kalchreuth,49.5667,11.1333,Germany,DE,Bavaria,,3007,3007
Geldersheim,50.0500,10.1500,Germany,DE,Bavaria,,3006,3006
Saara,50.9336,12.4219,Germany,DE,Thuringia,,2999,2999
Göda,51.1833,14.3167,Germany,DE,Saxony,,2999,2999
Königheim,49.6178,9.5956,Germany,DE,Baden-Württemberg,,2997,2982
Bippen,52.5833,7.7333,Germany,DE,Lower Saxony,,2997,2997
Dirmstein,49.5633,8.2475,Germany,DE,Rhineland-Palatinate,,2996,2996
Bischweier,48.8378,8.2842,Germany,DE,Baden-Württemberg,,2992,2992
Rhens,50.2805,7.6181,Germany,DE,Rhineland-Palatinate,,2992,2992
Haag an der Amper,48.4584,11.8280,Germany,DE,Bavaria,,2992,2992
Wehringen,48.2500,10.8000,Germany,DE,Bavaria,,2991,2991
Teisnach,49.0333,13.0000,Germany,DE,Bavaria,,2990,2990
Hattenhofen,48.6667,9.5719,Germany,DE,Baden-Württemberg,,2989,2989
Großenaspe,53.9667,9.9667,Germany,DE,Schleswig-Holstein,,2989,2989
Seeg,47.6500,10.6000,Germany,DE,Bavaria,,2989,2963
Bargfeld-Stegen,53.7678,10.1875,Germany,DE,Schleswig-Holstein,,2988,2988
Pilsach,49.3167,11.5000,Germany,DE,Bavaria,,2987,2987
Ulrichstein,50.5833,9.2000,Germany,DE,Hesse,,2985,2926
Aystetten,48.4047,10.7742,Germany,DE,Bavaria,,2979,2979
Eggstätt,47.9333,12.3833,Germany,DE,Bavaria,,2979,2979
Eitting,48.3597,11.8919,Germany,DE,Bavaria,,2978,2978
Mönchweiler,48.1000,8.4244,Germany,DE,Baden-Württemberg,,2977,2977
Undenheim,49.8381,8.2189,Germany,DE,Rhineland-Palatinate,,2972,2972
Berglern,48.3833,11.9333,Germany,DE,Bavaria,,2968,2968
Klosterlechfeld,48.1589,10.8306,Germany,DE,Bavaria,,2966,2966
Mönsheim,48.8644,8.8647,Germany,DE,Baden-Württemberg,,2965,2965
Gützkow,53.9500,13.4167,Germany,DE,Mecklenburg-Western Pomerania,,2965,2923
Münchenbernsdorf,50.8167,11.9333,Germany,DE,Thuringia,,2962,2962
Neuenmarkt,50.0939,11.5842,Germany,DE,Bavaria,,2962,2962
Nortrup,52.6000,7.8833,Germany,DE,Lower Saxony,,2961,2961
Höpfingen,49.6014,9.4308,Germany,DE,Baden-Württemberg,,2961,2961
Aresing,48.5333,11.3000,Germany,DE,Bavaria,,2957,2957
Liebschütz,51.3333,13.1589,Germany,DE,Saxony,,2957,2957
Fichtenberg,48.9872,9.7122,Germany,DE,Baden-Württemberg,,2952,2952
Weihenzell,49.3500,10.6167,Germany,DE,Bavaria,,2949,2949
Wankendorf,54.1169,10.2083,Germany,DE,Schleswig-Holstein,,2948,2916
Aidenbach,48.5678,13.0894,Germany,DE,Bavaria,,2948,2948
Sollstedt,51.4156,10.5339,Germany,DE,Thuringia,,2948,2948
Sigmarszell,47.5894,9.7622,Germany,DE,Bavaria,,2947,2926
Vollersode,53.3331,8.9167,Germany,DE,Lower Saxony,,2947,2947
Schopfloch,49.1167,10.3000,Germany,DE,Bavaria,,2944,2944
Roßbach,48.6000,12.9333,Germany,DE,Bavaria,,2944,2917
Asendorf,52.7728,9.0057,Germany,DE,Lower Saxony,,2943,2943
Wildflecken,50.3667,9.9167,Germany,DE,Bavaria,,2943,2882
Jarmen,53.9167,13.3333,Germany,DE,Mecklenburg-Western Pomerania,,2942,2922
Rain,48.9000,12.4667,Germany,DE,Bavaria,,2940,2940
Hatzfeld,51.0000,8.5500,Germany,DE,Hesse,,2939,2926
Hepberg,48.8167,11.4667,Germany,DE,Bavaria,,2937,2937
Simmozheim,48.7517,8.8117,Germany,DE,Baden-Württemberg,,2936,2936
Hahnstätten,50.3042,8.0694,Germany,DE,Rhineland-Palatinate,,2934,2934
Ascheberg,54.1503,10.3450,Germany,DE,Schleswig-Holstein,,2932,2929
Oberreichenbach,48.7342,8.6644,Germany,DE,Baden-Württemberg,,2931,2931
Betzigau,47.7333,10.3833,Germany,DE,Bavaria,,2926,2926
Wattenbek,54.1667,10.0500,Germany,DE,Schleswig-Holstein,,2923,2898
Riede,52.9667,8.9500,Germany,DE,Lower Saxony,,2922,2922
Steingaden,47.7000,10.8667,Germany,DE,Bavaria,,2921,2921
Hargesheim,49.8639,7.8281,Germany,DE,Rhineland-Palatinate,,2919,2919
Lauterbach,48.2286,8.3436,Germany,DE,Baden-Württemberg,,2918,2834
Erligheim,49.0183,9.0994,Germany,DE,Baden-Württemberg,,2913,2913
Offenau,49.2500,9.1667,Germany,DE,Baden-Württemberg,,2911,2911
Großharthau,51.1038,14.0954,Germany,DE,Saxony,,2911,2911
Blender,52.9167,9.1333,Germany,DE,Lower Saxony,,2909,2909
Hoogstede,52.5831,6.9500,Germany,DE,Lower Saxony,,2907,2907
Wipfra,50.7856,10.9928,Germany,DE,Thuringia,,2907,2907
Rödersheim-Gronau,49.4306,8.2597,Germany,DE,Rhineland-Palatinate,,2906,2906
Frankenau,51.1000,8.9333,Germany,DE,Hesse,,2904,2852
Herbsleben,51.1167,10.8331,Germany,DE,Thuringia,,2903,2903
Bassenheim,50.3597,7.4617,Germany,DE,Rhineland-Palatinate,,2894,2894
Soyen,48.1167,12.2000,Germany,DE,Bavaria,,2894,2894
Schönbrunn,49.4117,8.9275,Germany,DE,Hesse,,2894,2894
Griesstätt,48.0000,12.1833,Germany,DE,Bavaria,,2892,2892
Nüst,50.6333,9.8500,Germany,DE,Hesse,,2891,2891
Siershahn,50.4864,7.7797,Germany,DE,Rhineland-Palatinate,,2887,2887
Briesen,52.3331,14.2831,Germany,DE,Brandenburg,,2886,2886
Fintel,53.1742,9.6686,Germany,DE,Lower Saxony,,2885,2885
Gottenheim,48.0497,7.7289,Germany,DE,Baden-Württemberg,,2884,2884
Aichstetten,47.8933,10.0792,Germany,DE,Baden-Württemberg,,2884,2884
Hatzenbühl,49.1103,8.2436,Germany,DE,Rhineland-Palatinate,,2883,2842
Reinsberg,51.0083,13.3639,Germany,DE,Saxony,,2882,2802
Unterthingau,47.7667,10.5000,Germany,DE,Bavaria,,2881,2873
Admannshagen-Bargeshagen,54.1167,11.9833,Germany,DE,Mecklenburg-Western Pomerania,,2880,2880
Prutting,47.9000,12.2000,Germany,DE,Bavaria,,2880,2880
Gnoien,53.9667,12.7167,Germany,DE,Mecklenburg-Western Pomerania,,2880,2865
Ebringen,47.9578,7.7806,Germany,DE,Baden-Württemberg,,2879,2879
Hirzenhain,50.3903,9.1361,Germany,DE,Hesse,,2878,2878
Satrup,54.6927,9.6038,Germany,DE,Schleswig-Holstein,,2877,2877
Selters,50.5322,7.7572,Germany,DE,Rhineland-Palatinate,,2876,2876
Perlesreut,48.7833,13.4500,Germany,DE,Bavaria,,2876,2873
Hemmingstedt,54.1500,9.0667,Germany,DE,Schleswig-Holstein,,2873,2867
Oberried,47.9319,7.9472,Germany,DE,Baden-Württemberg,,2873,2873
Elterlein,50.5769,12.8672,Germany,DE,Saxony,,2871,2765
Probstzella,50.5325,11.3786,Germany,DE,Thuringia,,2870,2753
Sternenfels,49.0503,8.8506,Germany,DE,Baden-Württemberg,,2867,2867
Dollnstein,48.8667,11.0667,Germany,DE,Bavaria,,2867,2854
Zschepplin,51.5000,12.6000,Germany,DE,Saxony,,2866,2866
Schirgiswalde,51.1000,14.4333,Germany,DE,Saxony,,2865,2865
Föhren,49.8581,6.7669,Germany,DE,Rhineland-Palatinate,,2858,2858
Neukirchen vorm Wald,48.6833,13.3833,Germany,DE,Bavaria,,2857,2857
Durlangen,48.8586,9.7944,Germany,DE,Baden-Württemberg,,2856,2802
Börger,52.9000,7.5167,Germany,DE,Lower Saxony,,2856,2856
Erxleben,52.2181,11.2424,Germany,DE,Saxony-Anhalt,,2856,2799
Lambrechtshagen,54.1031,12.0181,Germany,DE,Mecklenburg-Western Pomerania,,2855,2855
Langenpreising,48.4333,11.9667,Germany,DE,Bavaria,,2855,2854
Heist,53.6500,9.6500,Germany,DE,Schleswig-Holstein,,2852,2852
Gailingen am Hochrhein,47.6969,8.7550,Germany,DE,Baden-Württemberg,,2852,2852
Pastetten,48.2000,11.9500,Germany,DE,Bavaria,,2852,2852
Schafflund,54.7667,9.1667,Germany,DE,Schleswig-Holstein,,2851,2851
Themar,50.5042,10.6158,Germany,DE,Thuringia,,2851,2784
Weißenbrunn,50.2000,11.3464,Germany,DE,Bavaria,,2850,2789
Neuhaus an der Pegnitz,49.6283,11.5517,Germany,DE,Bavaria,,2849,2794
Münchweiler an der Rodalbe,49.2178,7.7042,Germany,DE,Rhineland-Palatinate,,2849,2849
Laucha,51.2236,11.6797,Germany,DE,Saxony-Anhalt,,2845,2790
Nordhastedt,54.1667,9.1833,Germany,DE,Schleswig-Holstein,,2844,2838
Rietheim-Weilheim,48.0258,8.7742,Germany,DE,Baden-Württemberg,,2843,2843
Bad Kohlgrub,47.6667,11.0500,Germany,DE,Bavaria,,2841,2841
Partenstein,50.0500,9.5167,Germany,DE,Bavaria,,2839,2839
Wimsheim,48.8525,8.8269,Germany,DE,Baden-Württemberg,,2837,2837
Halfing,47.9520,12.2763,Germany,DE,Bavaria,,2835,2788
Schillingsfürst,49.2667,10.2667,Germany,DE,Bavaria,,2835,2828
Horgau,48.4000,10.6833,Germany,DE,Bavaria,,2834,2834
Huglfing,47.7667,11.1667,Germany,DE,Bavaria,,2833,2833
Feilitzsch,50.3667,11.9167,Germany,DE,Bavaria,,2833,2720
Frauenstein,50.8019,13.5381,Germany,DE,Saxony,,2829,2711
Waldbrunn,49.7586,9.8036,Germany,DE,Bavaria,,2824,2824
Wünschendorf,50.7956,12.0975,Germany,DE,Thuringia,,2822,2822
Rieseby,54.5444,9.8222,Germany,DE,Schleswig-Holstein,,2822,2822
Alsheim,49.7672,8.3419,Germany,DE,Rhineland-Palatinate,,2820,2820
Martfeld,52.8667,9.0667,Germany,DE,Lower Saxony,,2817,2817
Grub am Forst,50.2295,11.0222,Germany,DE,Bavaria,,2816,2816
Großolbersdorf,50.6944,13.0889,Germany,DE,Saxony,,2816,2738
Auggen,47.7869,7.5961,Germany,DE,Baden-Württemberg,,2815,2785
Mitwitz,50.2481,11.2097,Germany,DE,Bavaria,,2815,2773
Samerberg,47.7833,12.2167,Germany,DE,Bavaria,,2814,2814
Oberwesel,50.1111,7.7214,Germany,DE,Rhineland-Palatinate,,2813,2813
Flechtingen,52.3311,11.2414,Germany,DE,Saxony-Anhalt,,2813,2813
Elfershausen,50.1500,9.9667,Germany,DE,Bavaria,,2811,2811
Rositz,51.0167,12.3667,Germany,DE,Thuringia,,2808,2808
Mitterfels,48.9667,12.6833,Germany,DE,Bavaria,,2807,2807
Herleshausen,51.0050,10.1763,Germany,DE,Hesse,,2806,2741
Meisenheim,49.7167,7.6667,Germany,DE,Rhineland-Palatinate,,2805,2805
Börßum,52.0667,10.5667,Germany,DE,Lower Saxony,,2805,2805
Schwarzach,48.9167,12.8167,Germany,DE,Bavaria,,2804,2804
Steinigtwolmsdorf,51.0667,14.3500,Germany,DE,Saxony,,2802,2760
Marktl,48.2533,12.8431,Germany,DE,Bavaria,,2802,2802
Inzigkofen,48.0717,9.1756,Germany,DE,Baden-Württemberg,,2795,2795
Aitrach,47.9400,10.0900,Germany,DE,Baden-Württemberg,,2795,2795
Grafling,48.8944,12.9750,Germany,DE,Bavaria,,2795,2795
Kollnburg,49.0500,12.8667,Germany,DE,Bavaria,,2795,2771
Neuhardenberg,52.6000,14.2500,Germany,DE,Brandenburg,,2794,2794
Schwalmtal,50.6833,9.3000,Germany,DE,Hesse,,2791,2791
Detern,53.2333,7.6333,Germany,DE,Lower Saxony,,2790,2790
Queidersbach,49.3744,7.6353,Germany,DE,Rhineland-Palatinate,,2788,2788
Wustrow,52.9219,11.1217,Germany,DE,Lower Saxony,,2788,2772
Alveslohe,53.7833,9.9167,Germany,DE,Schleswig-Holstein,,2786,2786
Denklingen,47.9167,10.8500,Germany,DE,Bavaria,,2786,2786
Sankt Goar,50.1500,7.7167,Germany,DE,Rhineland-Palatinate,,2783,2783
Lechbruck,47.7016,10.7949,Germany,DE,Bavaria,,2782,2782
Beckdorf,53.4131,9.6106,Germany,DE,Lower Saxony,,2782,2782
Großweitzschen,51.1667,13.0500,Germany,DE,Saxony,,2782,2675
Eibau,50.9814,14.6592,Germany,DE,Saxony,,2781,2781
Prackenbach,49.1000,12.8333,Germany,DE,Bavaria,,2781,2781
Kastl,48.2000,12.7000,Germany,DE,Bavaria,,2777,2777
Vellahn,53.4000,10.9667,Germany,DE,Mecklenburg-Western Pomerania,,2776,2771
Kallmünz,49.1611,11.9608,Germany,DE,Bavaria,,2774,2774
Sulzburg,47.8403,7.7092,Germany,DE,Baden-Württemberg,,2771,2762
Niederwinkling,48.8833,12.8000,Germany,DE,Bavaria,,2771,2771
Newel,49.8144,6.5836,Germany,DE,Rhineland-Palatinate,,2769,2769
Banzkow,53.5333,11.5167,Germany,DE,Mecklenburg-Western Pomerania,,2769,2769
Vilsheim,48.4500,12.1167,Germany,DE,Bavaria,,2768,2768
Berumbur,53.6000,7.3167,Germany,DE,Lower Saxony,,2767,2767
Attenkirchen,48.5000,11.7667,Germany,DE,Bavaria,,2767,2767
Obrigheim,49.5923,8.2050,Germany,DE,Rhineland-Palatinate,,2766,2766
Fahrenbach,49.4308,9.1500,Germany,DE,Baden-Württemberg,,2766,2766
Schleusingerneuendorf,50.5233,10.8667,Germany,DE,Thuringia,,2766,2766
Garding,54.3306,8.7806,Germany,DE,Schleswig-Holstein,,2764,2753
Geroldsgrün,50.3167,11.5833,Germany,DE,Bavaria,,2763,2636
Steinbergkirche,54.7558,9.7611,Germany,DE,Schleswig-Holstein,,2763,2763
Schorndorf,49.1667,12.6000,Germany,DE,Bavaria,,2763,2763
Lengdorf,48.2667,12.0500,Germany,DE,Bavaria,,2761,2728
Boffzen,51.7500,9.3833,Germany,DE,Lower Saxony,,2760,2632
Sontheim,48.0000,10.3500,Germany,DE,Bavaria,,2756,2756
Groß Twülpstedt,52.3750,10.9167,Germany,DE,Lower Saxony,,2756,2756
Herrischried,47.6664,8.0000,Germany,DE,Baden-Württemberg,,2755,2706
Iffeldorf,47.7711,11.3194,Germany,DE,Bavaria,,2754,2754
Veilsdorf,50.3997,10.8167,Germany,DE,Thuringia,,2754,2754
Mantel,49.6333,12.0500,Germany,DE,Bavaria,,2749,2749
Rengsdorf,50.5022,7.4972,Germany,DE,Rhineland-Palatinate,,2747,2747
Embsen,53.1833,10.3500,Germany,DE,Lower Saxony,,2747,2747
Jübek,54.5500,9.4000,Germany,DE,Schleswig-Holstein,,2744,2744
Thüngersheim,49.8667,9.8333,Germany,DE,Bavaria,,2743,2743
Neudorf-Platendorf,52.5354,10.6026,Germany,DE,Lower Saxony,,2743,2743
Rövershagen,54.1667,12.2333,Germany,DE,Mecklenburg-Western Pomerania,,2738,2738
Großpostwitz,51.1167,14.4500,Germany,DE,Saxony,,2737,2717
Käbschütz,51.1500,13.3833,Germany,DE,Saxony,,2737,2737
Ockenheim,49.9331,7.9667,Germany,DE,Rhineland-Palatinate,,2735,2735
Langenbach,48.4383,11.8527,Germany,DE,Bavaria,,2734,2734
Wellheim,48.8000,11.1000,Germany,DE,Bavaria,,2732,2732
Bad Peterstal-Griesbach,48.4289,8.2053,Germany,DE,Baden-Württemberg,,2732,2732
Lindwedel,52.6167,9.6833,Germany,DE,Lower Saxony,,2729,2729
Elmenhorst,53.7667,10.2667,Germany,DE,Schleswig-Holstein,,2728,2728
Schuby,54.5167,9.4833,Germany,DE,Schleswig-Holstein,,2728,2728
Bingen,48.1117,9.2733,Germany,DE,Baden-Württemberg,,2728,2728
Kefenrod,50.3439,9.2106,Germany,DE,Hesse,,2727,2727
Ettringen,50.3589,7.2214,Germany,DE,Rhineland-Palatinate,,2725,2725
Heidgraben,53.7050,9.6819,Germany,DE,Schleswig-Holstein,,2724,2717
Waigolshausen,49.9500,10.1333,Germany,DE,Bavaria,,2719,2711
Bad Bibra,51.2000,11.5667,Germany,DE,Saxony-Anhalt,,2718,2644
Landesbergen,52.5667,9.1331,Germany,DE,Lower Saxony,,2714,2714
Elstra,51.2208,14.1308,Germany,DE,Saxony,,2713,2713
Frauenau,48.9833,13.3000,Germany,DE,Bavaria,,2713,2713
Georgenthal,50.8167,10.6667,Germany,DE,Thuringia,,2712,2712
Neukirch,47.6583,9.7042,Germany,DE,Baden-Württemberg,,2711,2711
Eschelbronn,49.3197,8.8664,Germany,DE,Baden-Württemberg,,2706,2706
Haste,52.3808,9.3906,Germany,DE,Lower Saxony,,2704,2704
Flonheim,49.7850,8.0400,Germany,DE,Rhineland-Palatinate,,2704,2704
Niederzissen,50.4572,7.2214,Germany,DE,Rhineland-Palatinate,,2699,2699
Köfering,48.9381,12.1950,Germany,DE,Bavaria,,2696,2696
Söchtenau,47.9333,12.2333,Germany,DE,Bavaria,,2696,2696
Haundorf,49.1833,10.7667,Germany,DE,Bavaria,,2695,2695
Altenglan,49.5503,7.4608,Germany,DE,Rhineland-Palatinate,,2692,2692
Eslarn,49.5825,12.5211,Germany,DE,Bavaria,,2691,2679
Roggenburg,48.2765,10.2303,Germany,DE,Bavaria,,2689,2689
Rieden,49.3167,11.9500,Germany,DE,Bavaria,,2688,2638
Lichtenberg,50.8350,13.4222,Germany,DE,Saxony,,2685,2685
Uder,51.3625,10.0714,Germany,DE,Thuringia,,2682,2682
Putlitz,53.2500,12.0500,Germany,DE,Brandenburg,,2681,2633
Wald,47.9367,9.1733,Germany,DE,Baden-Württemberg,,2680,2680
Kenn,49.8019,6.7225,Germany,DE,Rhineland-Palatinate,,2679,2679
Großheirath,50.1667,10.9333,Germany,DE,Bavaria,,2679,2635
Lägerdorf,53.8833,9.5833,Germany,DE,Schleswig-Holstein,,2677,2677
Rosenberg,49.0189,10.0314,Germany,DE,Baden-Württemberg,,2677,2677
Kirchweidach,48.0833,12.6333,Germany,DE,Bavaria,,2676,2676
Vilgertshofen,47.9500,10.9167,Germany,DE,Bavaria,,2676,2676
Titting,49.0000,11.2167,Germany,DE,Bavaria,,2676,2676
Tellingstedt,54.2208,9.2761,Germany,DE,Schleswig-Holstein,,2675,2675
Romrod,50.7167,9.2167,Germany,DE,Hesse,,2673,2669
